Location,PostOffice,State,Postcode
Sungai Besi Mines,Kuala Lumpur,Wilayah Persekutuan,57000
Sunway Kiara Hills,Kuala Lumpur,Wilayah Persekutuan,50480
Sunway Puncak Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Sunway Spk 3 Harmoni,Kuala Lumpur,Wilayah Persekutuan,52200
Sunway Spk Damansara,Kuala Lumpur,Wilayah Persekutuan,52200
Suria Industrial Park,Kuala Lumpur,Wilayah Persekutuan,56000
Suruhanjaya Keretapi Tanah Melayu,Kuala Lumpur,Wilayah Persekutuan,50688
Suruhanjaya Perkhidmatan Polis,Kuala Lumpur,Wilayah Persekutuan,50684
Suruhanjaya Syarikat Malaysia,Kuala Lumpur,Wilayah Persekutuan,50623
Suruhanjaya Tenaga,Kuala Lumpur,Wilayah Persekutuan,50250
Syarikat Perumahan Negara,Kuala Lumpur,Wilayah Persekutuan,50250
Taman Abadi Indah,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Air Panas,Kuala Lumpur,Wilayah Persekutuan,53200
Taman Alam Damai,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Alam Sutera,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Aman Putra,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Amelia,Kuala Lumpur,Wilayah Persekutuan,52200
Taman Ampang Hilir,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Angkasa,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Angsana (Cheras),Kuala Lumpur,Wilayah Persekutuan,56000
Taman Angsana Hilir,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Awan,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Azalea,Kuala Lumpur,Wilayah Persekutuan,60000
Taman Bamboo,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Bandaraya,Kuala Lumpur,Wilayah Persekutuan,59100
Taman Bangsar,Kuala Lumpur,Wilayah Persekutuan,59000
Taman Batu,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Batu Permai,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Bayu Kemensah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Bayu Segar,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bayu Sri Bintang,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Beringin,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Billion,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Aman,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Bukit Anggerik,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Angkasa,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Bukit Angsana,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Bayu,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Cheras,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Damansara,Kuala Lumpur,Wilayah Persekutuan,50490
Taman Bukit Desa,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Bukit Desa,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Bukit Hijau,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Indah,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Bukit Intan,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Bukit Jalil Indah,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Bukit Kayu,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Maluri,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Bukit Mandarina,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Mas,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Bukit Melawati,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Bukit Mewah,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Pandan,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Pantai,Kuala Lumpur,Wilayah Persekutuan,59100
Taman Bukit Permai,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Permai 2,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Petaling (Sungai Besi),Kuala Lumpur,Wilayah Persekutuan,57000
Taman Bukit Prima,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Bukit Ria,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Segar,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Sentosa,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Bukit Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Bukit Sri Cheras,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Teratai,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Bukit Wangsamas,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Bunga Raya,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Cantik,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Castlefield,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Cemerlang,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Cheras,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Cheras Indah,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Cheras Makmur,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Cheras Mewah,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Cheras Utama,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Cheras Utama,Kuala Lumpur,Wilayah Persekutuan,56100
Taman City,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Connaught,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Contours,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Cuepacs,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Dahlia,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Damai Impian,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Damai Impian 2,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Damai Indah,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Danau Desa,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Danau Kota,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Dato Senu,Kuala Lumpur,Wilayah Persekutuan,51000
Taman Datuk Senu,Kuala Lumpur,Wilayah Persekutuan,51000
Taman Daya,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Delima,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Desa,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Desa Aman,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Desa Aman,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Desa Baiduri,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Desa Bukit Cahaya,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Desa Cheras,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Desa Gemilang,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Desa Gombak,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Desa Jaya,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Desa Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Desa Kerinci,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Desa Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Desa Pasir,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Desa Petaling,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Desa Segambut,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Desa Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Desa Tiara,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Desa Utama,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Desiran Bayu,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Duta,Kuala Lumpur,Wilayah Persekutuan,50480
Taman Eastern,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Ehsan,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Emas,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Esplanad,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Evergreen,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Fadason,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Fairview,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Flora Impian,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Furlong,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Gasing Indah,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Gembira,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Gemilang,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Genting,Kuala Lumpur,Wilayah Persekutuan,53200
Taman Ghazali Shafie,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Golden,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Gombak Indah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Gombak Jaya,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Gombak Ria,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Gombak Setia,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Goodwood,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Halimaton,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Harmonis,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Hevea Kemensah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Hock Ann,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Ibu Kota,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Ibukota,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Ikan Emas,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Ikhsan,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Impian,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Impian Indah,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Indah Murni,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Indah Perdana,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Indrahana,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Industri Bukit Permai,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Industri Pandan Indah,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Intan Baiduri,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Jaya,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Jaya Baru,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Jinjang Baru,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Kamariah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Kaya,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Keat Ann,Kuala Lumpur,Wilayah Persekutuan,53200
Taman Kenangan,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Kencana,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Kepong,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Kepong Baru,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Kepong Indah,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Kepong Perdana,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Keramat Permai,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Keramat Tambahan,Kuala Lumpur,Wilayah Persekutuan,54000
Taman Keramat Wangsa,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Kinrara Mas,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Kobena,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Kok Doh,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Kok Lian,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Komersial Pandan Indah,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Kosmo Jaya,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Kuchai,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Kuchai Jaya,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Laman Rimbunan,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Lawa,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Lembah Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Lembah Maju,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Len Seng,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Lian Hoe,Kuala Lumpur,Wilayah Persekutuan,58200
Taman LTAT,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Lucky,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Lucky,Kuala Lumpur,Wilayah Persekutuan,59100
Taman Maju Jaya,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Maluri,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Mastiara,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Mastika,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Mawar,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Mega Jaya,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Mega Mendung,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Megah,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Megan Sri Rampai,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Melati,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Melati Utama,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Melawati,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Melawati Indah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Melawati Kontur,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Mestika,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Metropolitan Kepong,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Midah,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Miharja,Kuala Lumpur,Wilayah Persekutuan,55200
Taman Million,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Minang,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Muda,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Mulia,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Mutiara,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Mutiara Barat,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Mutiara Gombak,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Mutiara Gombak 1,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Mutiara Gombak 2,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Mutiara Timur,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Nadayu,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Naga Emas,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Nam Fong,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Nanyang,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Niaga Waris,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Oasis,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Orkid Desa,Kuala Lumpur,Wilayah Persekutuan,56000
Taman OUG Parklane,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Oug Square,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Overseas Union,Kuala Lumpur,Wilayah Persekutuan,58200
Taman P. Ramlee,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Pagar Ruyong,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Pantai Prima,Kuala Lumpur,Wilayah Persekutuan,59200
Taman Park Avenue,Kuala Lumpur,Wilayah Persekutuan,50460
Taman Pasir Permata,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Pelangi,Kuala Lumpur,Wilayah Persekutuan,51000
Taman Pelangi,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Pelangi Jaya,Kuala Lumpur,Wilayah Persekutuan,51000
Taman Perdana (Kepong),Kuala Lumpur,Wilayah Persekutuan,52100
Taman Perindustrian Ehsan Jaya,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Perindustrian Kip,Kuala Lumpur,Wilayah Persekutuan,52200
Taman Perindustrian OUG,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Perindustrian Tago,Kuala Lumpur,Wilayah Persekutuan,52200
Taman Permai Jaya,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Permata,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Persiaran Desa,Kuala Lumpur,Wilayah Persekutuan,50460
Taman Pertama,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Perumahan Rakyat Seri Malaysia,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Perwira,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Perwira Indah,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Petaling,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Pinggiran Cheras,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Prima Impian,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Puchong (Batu 6 1/4),Kuala Lumpur,Wilayah Persekutuan,58200
Taman Puchong Indah,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Puncak Desa,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Pusat Kepong,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Putra,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Rainbow,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Rajawali,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Rakyat,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Rawiyah Sulaiman Jaya,Kuala Lumpur,Wilayah Persekutuan,53100
Taman SA,Kuala Lumpur,Wilayah Persekutuan,59000
Taman Sahabat,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Salak Jaya,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Salak Selatan,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Saraya,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Segambut,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Aman,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Bahagia,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Damai,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Indah,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Maju,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut Muda,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segambut SPPK,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Segar,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Sejahtera,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Seliwira,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Sentosa,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Sentul,Kuala Lumpur,Wilayah Persekutuan,51100
Taman Sentul Jaya,Kuala Lumpur,Wilayah Persekutuan,51000
Taman Sepakat,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Sepakat,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Seraya,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Seri Angsana,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Seri Bahagia,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Seri Bahtera,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Seri Budiman,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Seri Bukit Segambut,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Seri Bulan,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Seri Cendekia (Connaught),Kuala Lumpur,Wilayah Persekutuan,56000
Taman Seri Indah (Kepong),Kuala Lumpur,Wilayah Persekutuan,52100
Taman Seri Indah (Sungai Besi),Kuala Lumpur,Wilayah Persekutuan,57000
Taman Seri Jalil,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Seri Kepong,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Seri Kepong Baru,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Seri Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Seri Keramat Tengah,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Seri Lempah,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Seri Mutiara,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Seri Pandan,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Seri Petaling,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Seri Semarak,Kuala Lumpur,Wilayah Persekutuan,50000
Taman Seri Semudera,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Seri Setia Gombak,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Setapak,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Setapak Indah,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Setapak Indah Jaya,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Setapak Jaya,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Setapak Jaya Baru,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Setapak Permai,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Setia Gombak,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Setiawangsa,Kuala Lumpur,Wilayah Persekutuan,54200
Taman Shamelin,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Shamelin Perkasa,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Shanghai,Kuala Lumpur,Wilayah Persekutuan,58100
Taman Sierra Seputeh,Kuala Lumpur,Wilayah Persekutuan,50460
Taman Skyline,Kuala Lumpur,Wilayah Persekutuan,58200
Taman SPKK,Kuala Lumpur,Wilayah Persekutuan,51200
Taman SPPK,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Sri Angsana Hilir,Kuala Lumpur,Wilayah Persekutuan,55100
Taman Sri Bintang,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Sri Delima,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Sri Ehsan,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Sri Endah,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Sri Hartamas,Kuala Lumpur,Wilayah Persekutuan,50480
Taman Sri Jati,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Sri Kuching,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Sri Pandian,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Sri Rampai,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Sri Segambut,Kuala Lumpur,Wilayah Persekutuan,52000
Taman Sri Sentosa,Kuala Lumpur,Wilayah Persekutuan,58000
Taman Sri Sinar,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Sri Sinar,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Suet Chow,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Supreme,Kuala Lumpur,Wilayah Persekutuan,56100
Taman Suria,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Suria Jaya,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Suria Setapak,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Tai Onn,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Tan Yew Lai,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Tasek Selatan,Kuala Lumpur,Wilayah Persekutuan,57100
Taman Tasik Damai,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Tasik Impian,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Tasik Indah,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Tasik Indah Mewah,Kuala Lumpur,Wilayah Persekutuan,51200
Taman Tasik Pinggiran,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Tasik Titiwangsa,Kuala Lumpur,Wilayah Persekutuan,53200
Taman Taynton View,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Teknologi Malaysia,Kuala Lumpur,Wilayah Persekutuan,57000
Taman Tenaga,Kuala Lumpur,Wilayah Persekutuan,56000
Taman Teratai Mewah,Kuala Lumpur,Wilayah Persekutuan,53000
Taman Tun Dr Ismail,Kuala Lumpur,Wilayah Persekutuan,60000
Taman Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Taman U Thant,Kuala Lumpur,Wilayah Persekutuan,55000
Taman Ukay Prima,Kuala Lumpur,Wilayah Persekutuan,53100
Taman Unijaya,Kuala Lumpur,Wilayah Persekutuan,52100
Taman United,Kuala Lumpur,Wilayah Persekutuan,58200
Taman Usaha Jaya,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Usahawan,Kuala Lumpur,Wilayah Persekutuan,52100
Taman Wangsa Aman,Kuala Lumpur,Wilayah Persekutuan,52200
Taman Wangsa Jaya,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Wangsa Maju,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Wangsa Melawati,Kuala Lumpur,Wilayah Persekutuan,53300
Taman Wangsa Permai,Kuala Lumpur,Wilayah Persekutuan,52200
Taman Yarl,Kuala Lumpur,Wilayah Persekutuan,58200
Tanjung Malim Street,Kuala Lumpur,Wilayah Persekutuan,52000
Tasik Perdana,Kuala Lumpur,Wilayah Persekutuan,50480
Telekom Malaysia Berhad,Kuala Lumpur,Wilayah Persekutuan,50672
Temple Road,Kuala Lumpur,Wilayah Persekutuan,52000
Tenaga Nasional Berhad,Kuala Lumpur,Wilayah Persekutuan,50673
Tepian Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
The Mall,Kuala Lumpur,Wilayah Persekutuan,50350
The Park Residences 1,Kuala Lumpur,Wilayah Persekutuan,59200
"The Peak, Taman Bukit Prima",Kuala Lumpur,Wilayah Persekutuan,56000
Theatre Street,Kuala Lumpur,Wilayah Persekutuan,52000
Tiara Villa,Kuala Lumpur,Wilayah Persekutuan,58200
Tijani 2 Bukit Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Tingkat Tong Shin,Kuala Lumpur,Wilayah Persekutuan,50200
Tribunal Perkhidmatan Awam,Kuala Lumpur,Wilayah Persekutuan,50528
Tribunal Tuntutan Pengguna Malaysia Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,50623
TSI Business & Industrial Park,Kuala Lumpur,Wilayah Persekutuan,52000
Tun Razak Exchange,Kuala Lumpur,Wilayah Persekutuan,55188
Ulu Kepong,Kuala Lumpur,Wilayah Persekutuan,52100
Ulu Klang Free Trade Zone,Kuala Lumpur,Wilayah Persekutuan,54200
Ulu Klang Road (Jinjang),Kuala Lumpur,Wilayah Persekutuan,52000
Unit Penyelidikan Sosio Ekonomi,Kuala Lumpur,Wilayah Persekutuan,50529
Universiti Islam Antarabangsa (UIA),Kuala Lumpur,Wilayah Persekutuan,53100
Universiti Malaya,Kuala Lumpur,Wilayah Persekutuan,50603
U-Thant Residence,Kuala Lumpur,Wilayah Persekutuan,55000
Verticas Residensi,Kuala Lumpur,Wilayah Persekutuan,50200
Vila 33 Cheras,Kuala Lumpur,Wilayah Persekutuan,56000
Vila Puncak Desa,Kuala Lumpur,Wilayah Persekutuan,57100
Villa Aseana,Kuala Lumpur,Wilayah Persekutuan,50480
Villa Laman Cahaya,Kuala Lumpur,Wilayah Persekutuan,60000
Villa Manja,Kuala Lumpur,Wilayah Persekutuan,52200
Villa Serene Kiara,Kuala Lumpur,Wilayah Persekutuan,50480
